check,status,details
trade_0081:entry_after_signal_date,OK,"signal=2022-01-13 00:00:00, entry=2022-01-14 00:00:00"
trade_0081:exit_not_before_entry,OK,"entry_i=1721, exit_i=1721"
trade_0081:signal_column_true,OK,long_entry@1720
trade_0081:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0081:entry_price,OK,"actual=18556.0, expected=18556.0"
trade_0081:entry_date_matches_index,OK,"actual=2022-01-14 00:00:00, index_dt=2022-01-14 00:00:00"
trade_0081:exit_bar_index,OK,"actual=1721, expected=1721"
trade_0081:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0081:exit_price,OK,"actual=18455.0, expected=18455.0"
trade_0081:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0081:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0082:entry_is_next_bar,OK,"signal_i=1722, entry_i=1723"
trade_0082:entry_after_signal_date,OK,"signal=2022-01-17 00:00:00, entry=2022-01-18 00:00:00"
trade_0082:exit_not_before_entry,OK,"entry_i=1723, exit_i=1723"
trade_0082:signal_column_true,OK,long_entry@1722
trade_0082:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0082:entry_price,OK,"actual=18532.0, expected=18532.0"
trade_0082:entry_date_matches_index,OK,"actual=2022-01-18 00:00:00, index_dt=2022-01-18 00:00:00"
trade_0082:exit_bar_index,OK,"actual=1723, expected=1723"
trade_0082:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0082:exit_price,OK,"actual=18431.0, expected=18431.0"
trade_0082:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0082:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0083:entry_is_next_bar,OK,"signal_i=1738, entry_i=1739"
trade_0083:entry_after_signal_date,OK,"signal=2022-02-17 00:00:00, entry=2022-02-18 00:00:00"
trade_0083:exit_not_before_entry,OK,"entry_i=1739, exit_i=1740"
trade_0083:signal_column_true,OK,long_entry@1738
trade_0083:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0083:entry_price,OK,"actual=18072.0, expected=18072.0"
trade_0083:entry_date_matches_index,OK,"actual=2022-02-18 00:00:00, index_dt=2022-02-18 00:00:00"
trade_0083:exit_bar_index,OK,"actual=1740, expected=1740"
trade_0083:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0083:exit_price,OK,"actual=17971.0, expected=17971.0"
trade_0083:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0083:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0084:entry_is_next_bar,OK,"signal_i=1741, entry_i=1742"
trade_0084:entry_after_signal_date,OK,"signal=2022-02-22 00:00:00, entry=2022-02-23 00:00:00"
trade_0084:exit_not_before_entry,OK,"entry_i=1742, exit_i=1742"
trade_0084:signal_column_true,OK,short_entry@1741
trade_0084:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0084:entry_price,OK,"actual=17949.0, expected=17949.0"
trade_0084:entry_date_matches_index,OK,"actual=2022-02-23 00:00:00, index_dt=2022-02-23 00:00:00"
trade_0084:exit_bar_index,OK,"actual=1742, expected=1742"
trade_0084:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0084:exit_price,OK,"actual=18050.0, expected=18050.0"
trade_0084:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0084:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0085:entry_is_next_bar,OK,"signal_i=1771, entry_i=1772"
trade_0085:entry_after_signal_date,OK,"signal=2022-04-08 00:00:00, entry=2022-04-11 00:00:00"
trade_0085:exit_not_before_entry,OK,"entry_i=1772, exit_i=1774"
trade_0085:signal_column_true,OK,short_entry@1771
trade_0085:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0085:entry_price,OK,"actual=17219.0, expected=17219.0"
trade_0085:entry_date_matches_index,OK,"actual=2022-04-11 00:00:00, index_dt=2022-04-11 00:00:00"
trade_0085:exit_bar_index,OK,"actual=1774, expected=1774"
trade_0085:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0085:exit_price,OK,"actual=17320.0, expected=17320.0"
trade_0085:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0085:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0086:entry_is_next_bar,OK,"signal_i=1816, entry_i=1817"
trade_0086:entry_after_signal_date,OK,"signal=2022-06-14 00:00:00, entry=2022-06-15 00:00:00"
trade_0086:exit_not_before_entry,OK,"entry_i=1817, exit_i=1838"
trade_0086:signal_column_true,OK,short_entry@1816
trade_0086:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0086:entry_price,OK,"actual=16063.0, expected=16063.0"
trade_0086:entry_date_matches_index,OK,"actual=2022-06-15 00:00:00, index_dt=2022-06-15 00:00:00"
trade_0086:exit_bar_index,OK,"actual=1838, expected=1838"
trade_0086:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0086:exit_price,OK,"actual=14388.0, expected=14388.0"
trade_0086:pnl_points,OK,"actual=1675.0, expected=1675.0"
trade_0086:pnl_amount,OK,"actual=83710.0, expected=83710.0"
trade_0087:entry_is_next_bar,OK,"signal_i=1867, entry_i=1868"
trade_0087:entry_after_signal_date,OK,"signal=2022-08-24 00:00:00, entry=2022-08-25 00:00:00"
trade_0087:exit_not_before_entry,OK,"entry_i=1868, exit_i=1868"
trade_0087:signal_column_true,OK,short_entry@1867
trade_0087:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0087:entry_price,OK,"actual=15125.0, expected=15125.0"
trade_0087:entry_date_matches_index,OK,"actual=2022-08-25 00:00:00, index_dt=2022-08-25 00:00:00"
trade_0087:exit_bar_index,OK,"actual=1868, expected=1868"
trade_0087:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0087:exit_price,OK,"actual=15226.0, expected=15226.0"
trade_0087:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0087:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0088:entry_is_next_bar,OK,"signal_i=1899, entry_i=1900"
trade_0088:entry_after_signal_date,OK,"signal=2022-10-11 00:00:00, entry=2022-10-12 00:00:00"
trade_0088:exit_not_before_entry,OK,"entry_i=1900, exit_i=1902"
trade_0088:signal_column_true,OK,short_entry@1899
trade_0088:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0088:entry_price,OK,"actual=13041.0, expected=13041.0"
trade_0088:entry_date_matches_index,OK,"actual=2022-10-12 00:00:00, index_dt=2022-10-12 00:00:00"
trade_0088:exit_bar_index,OK,"actual=1902, expected=1902"
trade_0088:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0088:exit_price,OK,"actual=13145.0, expected=13145.0"
trade_0088:pnl_points,OK,"actual=-104.0, expected=-104.0"
trade_0088:pnl_amount,OK,"actual=-5240.0, expected=-5240.0"
trade_0089:entry_is_next_bar,OK,"signal_i=1962, entry_i=1963"
trade_0089:entry_after_signal_date,OK,"signal=2023-01-09 00:00:00, entry=2023-01-10 00:00:00"
trade_0089:exit_not_before_entry,OK,"entry_i=1963, exit_i=1981"
trade_0089:signal_column_true,OK,long_entry@1962
trade_0089:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0089:entry_price,OK,"actual=14749.0, expected=14749.0"
trade_0089:entry_date_matches_index,OK,"actual=2023-01-10 00:00:00, index_dt=2023-01-10 00:00:00"
trade_0089:exit_bar_index,OK,"actual=1981, expected=1981"
trade_0089:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0089:exit_price,OK,"actual=15396.0, expected=15396.0"
trade_0089:pnl_points,OK,"actual=647.0, expected=647.0"
trade_0089:pnl_amount,OK,"actual=32310.0, expected=32310.0"
trade_0090:entry_is_next_bar,OK,"signal_i=2006, entry_i=2007"
trade_0090:entry_after_signal_date,OK,"signal=2023-03-24 00:00:00, entry=2023-03-27 00:00:00"
trade_0090:exit_not_before_entry,OK,"entry_i=2007, exit_i=2008"
trade_0090:signal_column_true,OK,long_entry@2006
trade_0090:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0090:entry_price,OK,"actual=15873.0, expected=15873.0"
trade_0090:entry_date_matches_index,OK,"actual=2023-03-27 00:00:00, index_dt=2023-03-27 00:00:00"
trade_0090:exit_bar_index,OK,"actual=2008, expected=2008"
trade_0090:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0090:exit_price,OK,"actual=15772.0, expected=15772.0"
trade_0090:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0090:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0091:entry_is_next_bar,OK,"signal_i=2021, entry_i=2022"
trade_0091:entry_after_signal_date,OK,"signal=2023-04-19 00:00:00, entry=2023-04-20 00:00:00"
trade_0091:exit_not_before_entry,OK,"entry_i=2022, exit_i=2034"
trade_0091:signal_column_true,OK,short_entry@2021
trade_0091:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0091:entry_price,OK,"actual=15732.0, expected=15732.0"
trade_0091:entry_date_matches_index,OK,"actual=2023-04-20 00:00:00, index_dt=2023-04-20 00:00:00"
trade_0091:exit_bar_index,OK,"actual=2034, expected=2034"
trade_0091:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0091:exit_price,OK,"actual=15739.0, expected=15739.0"
trade_0091:pnl_points,OK,"actual=-7.0, expected=-7.0"
trade_0091:pnl_amount,OK,"actual=-390.0, expected=-390.0"
trade_0092:entry_is_next_bar,OK,"signal_i=2034, entry_i=2035"
trade_0092:entry_after_signal_date,OK,"signal=2023-05-09 00:00:00, entry=2023-05-10 00:00:00"
trade_0092:exit_not_before_entry,OK,"entry_i=2035, exit_i=2035"
trade_0092:signal_column_true,OK,long_entry@2034
trade_0092:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0092:entry_price,OK,"actual=15694.0, expected=15694.0"
trade_0092:entry_date_matches_index,OK,"actual=2023-05-10 00:00:00, index_dt=2023-05-10 00:00:00"
trade_0092:exit_bar_index,OK,"actual=2035, expected=2035"
trade_0092:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0092:exit_price,OK,"actual=15593.0, expected=15593.0"
trade_0092:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0092:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0093:entry_is_next_bar,OK,"signal_i=2036, entry_i=2037"
trade_0093:entry_after_signal_date,OK,"signal=2023-05-11 00:00:00, entry=2023-05-12 00:00:00"
trade_0093:exit_not_before_entry,OK,"entry_i=2037, exit_i=2037"
trade_0093:signal_column_true,OK,short_entry@2036
trade_0093:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0093:entry_price,OK,"actual=15453.0, expected=15453.0"
trade_0093:entry_date_matches_index,OK,"actual=2023-05-12 00:00:00, index_dt=2023-05-12 00:00:00"
trade_0093:exit_bar_index,OK,"actual=2037, expected=2037"
trade_0093:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0093:exit_price,OK,"actual=15554.0, expected=15554.0"
trade_0093:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0093:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0094:entry_is_next_bar,OK,"signal_i=2040, entry_i=2041"
trade_0094:entry_after_signal_date,OK,"signal=2023-05-17 00:00:00, entry=2023-05-18 00:00:00"
trade_0094:exit_not_before_entry,OK,"entry_i=2041, exit_i=2066"
trade_0094:signal_column_true,OK,long_entry@2040
trade_0094:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0094:entry_price,OK,"actual=16035.0, expected=16035.0"
trade_0094:entry_date_matches_index,OK,"actual=2023-05-18 00:00:00, index_dt=2023-05-18 00:00:00"
trade_0094:exit_bar_index,OK,"actual=2066, expected=2066"
trade_0094:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0094:exit_price,OK,"actual=16874.0, expected=16874.0"
trade_0094:pnl_points,OK,"actual=839.0, expected=839.0"
trade_0094:pnl_amount,OK,"actual=41910.0, expected=41910.0"
trade_0095:entry_is_next_bar,OK,"signal_i=2066, entry_i=2067"
trade_0095:entry_after_signal_date,OK,"signal=2023-06-26 00:00:00, entry=2023-06-27 00:00:00"
trade_0095:exit_not_before_entry,OK,"entry_i=2067, exit_i=2067"
trade_0095:signal_column_true,OK,short_entry@2066
trade_0095:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0095:entry_price,OK,"actual=16800.0, expected=16800.0"
trade_0095:entry_date_matches_index,OK,"actual=2023-06-27 00:00:00, index_dt=2023-06-27 00:00:00"
trade_0095:exit_bar_index,OK,"actual=2067, expected=2067"
trade_0095:exit_reason,OK,"actual=chandelier, expected=chandelier"
trade_0095:exit_price,OK,"actual=16742.0, expected=16742.0"
trade_0095:pnl_points,OK,"actual=58.0, expected=58.0"
trade_0095:pnl_amount,OK,"actual=2860.0, expected=2860.0"
trade_0096:entry_is_next_bar,OK,"signal_i=2081, entry_i=2082"
trade_0096:entry_after_signal_date,OK,"signal=2023-07-17 00:00:00, entry=2023-07-18 00:00:00"
trade_0096:exit_not_before_entry,OK,"entry_i=2082, exit_i=2082"
trade_0096:signal_column_true,OK,long_entry@2081
trade_0096:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0096:entry_price,OK,"actual=17346.0, expected=17346.0"
trade_0096:entry_date_matches_index,OK,"actual=2023-07-18 00:00:00, index_dt=2023-07-18 00:00:00"
trade_0096:exit_bar_index,OK,"actual=2082, expected=2082"
trade_0096:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0096:exit_price,OK,"actual=17245.0, expected=17245.0"
trade_0096:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0096:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0097:entry_is_next_bar,OK,"signal_i=2090, entry_i=2091"
trade_0097:entry_after_signal_date,OK,"signal=2023-07-28 00:00:00, entry=2023-07-31 00:00:00"
trade_0097:exit_not_before_entry,OK,"entry_i=2091, exit_i=2091"
trade_0097:signal_column_true,OK,long_entry@2090
trade_0097:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0097:entry_price,OK,"actual=17399.0, expected=17399.0"
trade_0097:entry_date_matches_index,OK,"actual=2023-07-31 00:00:00, index_dt=2023-07-31 00:00:00"
trade_0097:exit_bar_index,OK,"actual=2091, expected=2091"
trade_0097:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0097:exit_price,OK,"actual=17298.0, expected=17298.0"
trade_0097:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0097:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0098:entry_is_next_bar,OK,"signal_i=2111, entry_i=2112"
trade_0098:entry_after_signal_date,OK,"signal=2023-08-29 00:00:00, entry=2023-08-30 00:00:00"
trade_0098:exit_not_before_entry,OK,"entry_i=2112, exit_i=2112"
trade_0098:signal_column_true,OK,long_entry@2111
trade_0098:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0098:entry_price,OK,"actual=16739.0, expected=16739.0"
trade_0098:entry_date_matches_index,OK,"actual=2023-08-30 00:00:00, index_dt=2023-08-30 00:00:00"
trade_0098:exit_bar_index,OK,"actual=2112, expected=2112"
trade_0098:exit_reason,OK,"actual=chandelier, expected=chandelier"
trade_0098:exit_price,OK,"actual=16723.0, expected=16723.0"
trade_0098:pnl_points,OK,"actual=-16.0, expected=-16.0"
trade_0098:pnl_amount,OK,"actual=-840.0, expected=-840.0"
trade_0099:entry_is_next_bar,OK,"signal_i=2128, entry_i=2129"
trade_0099:entry_after_signal_date,OK,"signal=2023-09-21 00:00:00, entry=2023-09-22 00:00:00"
trade_0099:exit_not_before_entry,OK,"entry_i=2129, exit_i=2129"
trade_0099:signal_column_true,OK,short_entry@2128
trade_0099:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0099:entry_price,OK,"actual=16199.0, expected=16199.0"
trade_0099:entry_date_matches_index,OK,"actual=2023-09-22 00:00:00, index_dt=2023-09-22 00:00:00"
trade_0099:exit_bar_index,OK,"actual=2129, expected=2129"
trade_0099:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0099:exit_price,OK,"actual=16300.0, expected=16300.0"
trade_0099:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0099:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0100:entry_is_next_bar,OK,"signal_i=2138, entry_i=2139"
trade_0100:entry_after_signal_date,OK,"signal=2023-10-06 00:00:00, entry=2023-10-11 00:00:00"
trade_0100:exit_not_before_entry,OK,"entry_i=2139, exit_i=2139"
trade_0100:signal_column_true,OK,long_entry@2138
trade_0100:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0100:entry_price,OK,"actual=16801.0, expected=16801.0"
trade_0100:entry_date_matches_index,OK,"actual=2023-10-11 00:00:00, index_dt=2023-10-11 00:00:00"
trade_0100:exit_bar_index,OK,"actual=2139, expected=2139"
trade_0100:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0100:exit_price,OK,"actual=16700.0, expected=16700.0"
trade_0100:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0100:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0101:entry_is_next_bar,OK,"signal_i=2146, entry_i=2147"
trade_0101:entry_after_signal_date,OK,"signal=2023-10-20 00:00:00, entry=2023-10-23 00:00:00"
trade_0101:exit_not_before_entry,OK,"entry_i=2147, exit_i=2149"
trade_0101:signal_column_true,OK,short_entry@2146
trade_0101:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0101:entry_price,OK,"actual=16349.0, expected=16349.0"
trade_0101:entry_date_matches_index,OK,"actual=2023-10-23 00:00:00, index_dt=2023-10-23 00:00:00"
trade_0101:exit_bar_index,OK,"actual=2149, expected=2149"
trade_0101:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0101:exit_price,OK,"actual=16450.0, expected=16450.0"
trade_0101:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0101:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0102:entry_is_next_bar,OK,"signal_i=2156, entry_i=2157"
trade_0102:entry_after_signal_date,OK,"signal=2023-11-03 00:00:00, entry=2023-11-06 00:00:00"
trade_0102:exit_not_before_entry,OK,"entry_i=2157, exit_i=2178"
trade_0102:signal_column_true,OK,long_entry@2156
trade_0102:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0102:entry_price,OK,"actual=16676.0, expected=16676.0"
trade_0102:entry_date_matches_index,OK,"actual=2023-11-06 00:00:00, index_dt=2023-11-06 00:00:00"
trade_0102:exit_bar_index,OK,"actual=2178, expected=2178"
trade_0102:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0102:exit_price,OK,"actual=17309.0, expected=17309.0"
trade_0102:pnl_points,OK,"actual=633.0, expected=633.0"
trade_0102:pnl_amount,OK,"actual=31610.0, expected=31610.0"
trade_0103:entry_is_next_bar,OK,"signal_i=2186, entry_i=2187"
trade_0103:entry_after_signal_date,OK,"signal=2023-12-15 00:00:00, entry=2023-12-18 00:00:00"
trade_0103:exit_not_before_entry,OK,"entry_i=2187, exit_i=2188"
trade_0103:signal_column_true,OK,long_entry@2186
trade_0103:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0103:entry_price,OK,"actual=17666.0, expected=17666.0"
trade_0103:entry_date_matches_index,OK,"actual=2023-12-18 00:00:00, index_dt=2023-12-18 00:00:00"
trade_0103:exit_bar_index,OK,"actual=2188, expected=2188"
trade_0103:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0103:exit_price,OK,"actual=17565.0, expected=17565.0"
trade_0103:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0103:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0104:entry_is_next_bar,OK,"signal_i=2194, entry_i=2195"
trade_0104:entry_after_signal_date,OK,"signal=2023-12-27 00:00:00, entry=2023-12-28 00:00:00"
trade_0104:exit_not_before_entry,OK,"entry_i=2195, exit_i=2197"
trade_0104:signal_column_true,OK,long_entry@2194
trade_0104:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0104:entry_price,OK,"actual=17851.0, expected=17851.0"
trade_0104:entry_date_matches_index,OK,"actual=2023-12-28 00:00:00, index_dt=2023-12-28 00:00:00"
trade_0104:exit_bar_index,OK,"actual=2197, expected=2197"
trade_0104:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0104:exit_price,OK,"actual=17750.0, expected=17750.0"
trade_0104:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0104:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0105:entry_is_next_bar,OK,"signal_i=2198, entry_i=2199"
trade_0105:entry_after_signal_date,OK,"signal=2024-01-03 00:00:00, entry=2024-01-04 00:00:00"
trade_0105:exit_not_before_entry,OK,"entry_i=2199, exit_i=2201"
trade_0105:signal_column_true,OK,short_entry@2198
trade_0105:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0105:entry_price,OK,"actual=17532.0, expected=17532.0"
trade_0105:entry_date_matches_index,OK,"actual=2024-01-04 00:00:00, index_dt=2024-01-04 00:00:00"
trade_0105:exit_bar_index,OK,"actual=2201, expected=2201"
trade_0105:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0105:exit_price,OK,"actual=17633.0, expected=17633.0"
trade_0105:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0105:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0106:entry_is_next_bar,OK,"signal_i=2212, entry_i=2213"
trade_0106:entry_after_signal_date,OK,"signal=2024-01-23 00:00:00, entry=2024-01-24 00:00:00"
trade_0106:exit_not_before_entry,OK,"entry_i=2213, exit_i=2244"
trade_0106:signal_column_true,OK,long_entry@2212
trade_0106:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0106:entry_price,OK,"actual=17903.0, expected=17903.0"
trade_0106:entry_date_matches_index,OK,"actual=2024-01-24 00:00:00, index_dt=2024-01-24 00:00:00"
trade_0106:exit_bar_index,OK,"actual=2244, expected=2244"
trade_0106:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0106:exit_price,OK,"actual=19866.0, expected=19866.0"
trade_0106:pnl_points,OK,"actual=1963.0, expected=1963.0"
trade_0106:pnl_amount,OK,"actual=98110.0, expected=98110.0"
trade_0107:entry_is_next_bar,OK,"signal_i=2247, entry_i=2248"
trade_0107:entry_after_signal_date,OK,"signal=2024-03-22 00:00:00, entry=2024-03-25 00:00:00"
trade_0107:exit_not_before_entry,OK,"entry_i=2248, exit_i=2248"
trade_0107:signal_column_true,OK,long_entry@2247
trade_0107:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0107:entry_price,OK,"actual=20251.0, expected=20251.0"
trade_0107:entry_date_matches_index,OK,"actual=2024-03-25 00:00:00, index_dt=2024-03-25 00:00:00"
trade_0107:exit_bar_index,OK,"actual=2248, expected=2248"
trade_0107:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
